RPT_DATE,RPT_YR,GEOGRAPHY,SVC_DESC,AMOUNT,AMOUNT_ANNOT,AMOUNT_TYPE
11/2/2020,12MO,Orange,MEDICATION_SUPPORT_SVCS,322,,BENEFICIARIES
11/2/2020,12MO,Orange,MEDICATION_SUPPORT_SVCS,121021.35,,MINUTES
11/2/2020,12MO,Orange,MEDICATION_SUPPORT_SVCS,538026.76,,DOLLARS
11/2/2020,12MO,Orange,MENTAL_HEALTH_SVCS,914,,BENEFICIARIES
11/2/2020,12MO,Orange,MENTAL_HEALTH_SVCS,1296247.23,,MINUTES
11/2/2020,12MO,Orange,MENTAL_HEALTH_SVCS,3580806.57,,DOLLARS
11/2/2020,12MO,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,101,,BENEFICIARIES
11/2/2020,12MO,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,247578.6,,MINUTES
11/2/2020,12MO,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,573799.27,,DOLLARS
11/2/2020,12MO,Placer,ALL,150,,BENEFICIARIES
11/2/2020,12MO,Placer,ALL,656147.55,,DOLLARS
11/2/2020,12MO,Placer,CASE_MANAGEMENT/BROKERAGE,18,,BENEFICIARIES
11/2/2020,12MO,Placer,CASE_MANAGEMENT/BROKERAGE,4433.7,,MINUTES
11/2/2020,12MO,Placer,CASE_MANAGEMENT/BROKERAGE,12339.62,,DOLLARS
11/2/2020,12MO,Placer,CRISIS_INTERVENTION,,1,BENEFICIARIES
11/2/2020,12MO,Placer,CRISIS_INTERVENTION,,1,DOLLARS
11/2/2020,12MO,Placer,CRISIS_INTERVENTION,,1,MINUTES
11/2/2020,12MO,Placer,ICC,132,,BENEFICIARIES
11/2/2020,12MO,Placer,ICC,103984.65,,MINUTES
11/2/2020,12MO,Placer,ICC,329756.99,,DOLLARS
11/2/2020,12MO,Placer,IHBS,71,,BENEFICIARIES
11/2/2020,12MO,Placer,IHBS,65004.6,,MINUTES
11/2/2020,12MO,Placer,IHBS,226164.8,,DOLLARS
11/2/2020,12MO,Placer,MEDICATION_SUPPORT_SVCS,,1,BENEFICIARIES
11/2/2020,12MO,Placer,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
11/2/2020,12MO,Placer,MEDICATION_SUPPORT_SVCS,,1,MINUTES
11/2/2020,12MO,Placer,MENTAL_HEALTH_SVCS,48,,BENEFICIARIES
11/2/2020,12MO,Placer,MENTAL_HEALTH_SVCS,11032.5,,MINUTES
11/2/2020,12MO,Placer,MENTAL_HEALTH_SVCS,38604.8,,DOLLARS
11/2/2020,12MO,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,BENEFICIARIES
11/2/2020,12MO,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
11/2/2020,12MO,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
11/2/2020,12MO,Plumas,ALL,,1,BENEFICIARIES
11/2/2020,12MO,Plumas,ALL,,1,DOLLARS
11/2/2020,12MO,Plumas,CRISIS_INTERVENTION,,1,BENEFICIARIES
11/2/2020,12MO,Plumas,CRISIS_INTERVENTION,,1,DOLLARS
11/2/2020,12MO,Plumas,CRISIS_INTERVENTION,,1,MINUTES
11/2/2020,12MO,Plumas,MENTAL_HEALTH_SVCS,,1,BENEFICIARIES
11/2/2020,12MO,Plumas,MENTAL_HEALTH_SVCS,,1,DOLLARS
11/2/2020,12MO,Plumas,MENTAL_HEALTH_SVCS,,1,MINUTES
11/2/2020,12MO,Riverside,ALL,3277,,BENEFICIARIES
11/2/2020,12MO,Riverside,ALL,11030357.46,,DOLLARS
11/2/2020,12MO,Riverside,CASE_MANAGEMENT/BROKERAGE,296,,BENEFICIARIES
11/2/2020,12MO,Riverside,CASE_MANAGEMENT/BROKERAGE,52207.95,,MINUTES
11/2/2020,12MO,Riverside,CASE_MANAGEMENT/BROKERAGE,133045.24,,DOLLARS
11/2/2020,12MO,Riverside,CRISIS_INTERVENTION,36,,BENEFICIARIES
11/2/2020,12MO,Riverside,CRISIS_INTERVENTION,7218,,MINUTES
11/2/2020,12MO,Riverside,CRISIS_INTERVENTION,23573.7,,DOLLARS
11/2/2020,12MO,Riverside,CRISIS_STABILIZATION,,1,BENEFICIARIES
11/2/2020,12MO,Riverside,CRISIS_STABILIZATION,,1,DOLLARS
11/2/2020,12MO,Riverside,CRISIS_STABILIZATION,,1,HOURS
11/2/2020,12MO,Riverside,ICC,2763,,BENEFICIARIES
11/2/2020,12MO,Riverside,ICC,1884978.9,,MINUTES
11/2/2020,12MO,Riverside,ICC,4111754.35,,DOLLARS
11/2/2020,12MO,Riverside,IHBS,1157,,BENEFICIARIES
11/2/2020,12MO,Riverside,IHBS,1765058.85,,MINUTES
11/2/2020,12MO,Riverside,IHBS,3451942.19,,DOLLARS
11/2/2020,12MO,Riverside,MEDICATION_SUPPORT_SVCS,398,,BENEFICIARIES
11/2/2020,12MO,Riverside,MEDICATION_SUPPORT_SVCS,90802.2,,MINUTES
11/2/2020,12MO,Riverside,MEDICATION_SUPPORT_SVCS,510653.8,,DOLLARS
11/2/2020,12MO,Riverside,MENTAL_HEALTH_SVCS,1047,,BENEFICIARIES
11/2/2020,12MO,Riverside,MENTAL_HEALTH_SVCS,1123269.9,,MINUTES
11/2/2020,12MO,Riverside,MENTAL_HEALTH_SVCS,2424414.2,,DOLLARS
11/2/2020,12MO,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,50,,BENEFICIARIES
11/2/2020,12MO,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,203833.05,,MINUTES
11/2/2020,12MO,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,373607.68,,DOLLARS
11/2/2020,12MO,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,BENEFICIARIES
11/2/2020,12MO,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,DAYS
11/2/2020,12MO,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,DOLLARS
11/2/2020,12MO,STATE,ALL,33305,,BENEFICIARIES
11/2/2020,12MO,STATE,ALL,258291328.5,,DOLLARS
11/2/2020,12MO,STATE,CASE_MANAGEMENT/BROKERAGE,4877,,BENEFICIARIES
11/2/2020,12MO,STATE,CASE_MANAGEMENT/BROKERAGE,1727452.08,,MINUTES
11/2/2020,12MO,STATE,CASE_MANAGEMENT/BROKERAGE,4458504.59,,DOLLARS
11/2/2020,12MO,STATE,CRISIS_INTERVENTION,1182,,BENEFICIARIES
11/2/2020,12MO,STATE,CRISIS_INTERVENTION,301965.54,,MINUTES
11/2/2020,12MO,STATE,CRISIS_INTERVENTION,1414661.09,,DOLLARS
11/2/2020,12MO,STATE,CRISIS_RESIDENTIAL_TX_SVCS,,1,BENEFICIARIES
11/2/2020,12MO,STATE,CRISIS_RESIDENTIAL_TX_SVCS,,1,DAYS
11/2/2020,12MO,STATE,CRISIS_RESIDENTIAL_TX_SVCS,,1,DOLLARS
11/2/2020,12MO,STATE,CRISIS_STABILIZATION,591,,BENEFICIARIES
11/2/2020,12MO,STATE,CRISIS_STABILIZATION,11673.56,,HOURS
11/2/2020,12MO,STATE,CRISIS_STABILIZATION,1316373.51,,DOLLARS
11/2/2020,12MO,STATE,FULL_DAY_REHAB,146,,BENEFICIARIES
11/2/2020,12MO,STATE,FULL_DAY_REHAB,80230,,HOURS
11/2/2020,12MO,STATE,FULL_DAY_REHAB,3074258.75,,DOLLARS
11/2/2020,12MO,STATE,FULL_DAY_TX_INTENSIVE,96,,BENEFICIARIES
11/2/2020,12MO,STATE,FULL_DAY_TX_INTENSIVE,74916,,HOURS
11/2/2020,12MO,STATE,FULL_DAY_TX_INTENSIVE,2507349.81,,DOLLARS
11/2/2020,12MO,STATE,ICC,27671,,BENEFICIARIES
11/2/2020,12MO,STATE,ICC,31655424.93,,MINUTES
11/2/2020,12MO,STATE,ICC,73073782.46,,DOLLARS
11/2/2020,12MO,STATE,IHBS,16698,,BENEFICIARIES
11/2/2020,12MO,STATE,IHBS,28556585.55,,MINUTES
11/2/2020,12MO,STATE,IHBS,82581274.31,,DOLLARS
11/2/2020,12MO,STATE,INPATIENT_ADMIN,,1,BENEFICIARIES
11/2/2020,12MO,STATE,INPATIENT_ADMIN,,1,DAYS
11/2/2020,12MO,STATE,INPATIENT_ADMIN,,1,DOLLARS
11/2/2020,12MO,STATE,MEDICATION_SUPPORT_SVCS,5430,,BENEFICIARIES
11/2/2020,12MO,STATE,MEDICATION_SUPPORT_SVCS,1800797.01,,MINUTES
11/2/2020,12MO,STATE,MEDICATION_SUPPORT_SVCS,10238648.08,,DOLLARS
11/2/2020,12MO,STATE,MENTAL_HEALTH_SVCS,12974,,BENEFICIARIES
11/2/2020,12MO,STATE,MENTAL_HEALTH_SVCS,22109657.86,,MINUTES
11/2/2020,12MO,STATE,MENTAL_HEALTH_SVCS,66115827.72,,DOLLARS
11/2/2020,12MO,STATE,PSYCHIATRIC_HEALTH_FACILITY,53,,BENEFICIARIES
11/2/2020,12MO,STATE,PSYCHIATRIC_HEALTH_FACILITY,3090,,DAYS
11/2/2020,12MO,STATE,PSYCHIATRIC_HEALTH_FACILITY,2294009.24,,DOLLARS
11/2/2020,12MO,STATE,SDMC_HOSPITAL_INPATIENT,14,,BENEFICIARIES
11/2/2020,12MO,STATE,SDMC_HOSPITAL_INPATIENT,147,,DAYS
11/2/2020,12MO,STATE,SDMC_HOSPITAL_INPATIENT,240693.4,,DOLLARS
11/2/2020,12MO,STATE,TFC,25,,BENEFICIARIES
11/2/2020,12MO,STATE,TFC,2206.4,,DAYS
11/2/2020,12MO,STATE,TFC,414044.34,,DOLLARS
11/2/2020,12MO,STATE,THERAPEUTIC_BEHAVIORAL_SVCS,1058,,BENEFICIARIES
11/2/2020,12MO,STATE,THERAPEUTIC_BEHAVIORAL_SVCS,4089608.61,,MINUTES
11/2/2020,12MO,STATE,THERAPEUTIC_BEHAVIORAL_SVCS,10515367.17,,DOLLARS
11/2/2020,12MO,Sacramento,ALL,1760,,BENEFICIARIES
11/2/2020,12MO,Sacramento,ALL,5815765.83,,DOLLARS
11/2/2020,12MO,Sacramento,CASE_MANAGEMENT/BROKERAGE,275,,BENEFICIARIES
11/2/2020,12MO,Sacramento,CASE_MANAGEMENT/BROKERAGE,110623.05,,MINUTES
11/2/2020,12MO,Sacramento,CASE_MANAGEMENT/BROKERAGE,222186.7,,DOLLARS
11/2/2020,12MO,Sacramento,CRISIS_INTERVENTION,25,,BENEFICIARIES
11/2/2020,12MO,Sacramento,CRISIS_INTERVENTION,2084.4,,MINUTES
11/2/2020,12MO,Sacramento,CRISIS_INTERVENTION,10526.54,,DOLLARS
11/2/2020,12MO,Sacramento,ICC,1598,,BENEFICIARIES
11/2/2020,12MO,Sacramento,ICC,1290702.75,,MINUTES
11/2/2020,12MO,Sacramento,ICC,2525112.36,,DOLLARS
11/2/2020,12MO,Sacramento,IHBS,675,,BENEFICIARIES
11/2/2020,12MO,Sacramento,IHBS,546449.25,,MINUTES
11/2/2020,12MO,Sacramento,IHBS,1356453.12,,DOLLARS
11/2/2020,12MO,Sacramento,MEDICATION_SUPPORT_SVCS,186,,BENEFICIARIES
11/2/2020,12MO,Sacramento,MEDICATION_SUPPORT_SVCS,63081.45,,MINUTES
11/2/2020,12MO,Sacramento,MEDICATION_SUPPORT_SVCS,307998.48,,DOLLARS
11/2/2020,12MO,Sacramento,MENTAL_HEALTH_SVCS,407,,BENEFICIARIES
11/2/2020,12MO,Sacramento,MENTAL_HEALTH_SVCS,477396.15,,MINUTES
11/2/2020,12MO,Sacramento,MENTAL_HEALTH_SVCS,1212049.73,,DOLLARS
11/2/2020,12MO,Sacramento,THERAPEUTIC_BEHAVIORAL_SVCS,28,,BENEFICIARIES
11/2/2020,12MO,Sacramento,THERAPEUTIC_BEHAVIORAL_SVCS,73014.45,,MINUTES
11/2/2020,12MO,Sacramento,THERAPEUTIC_BEHAVIORAL_SVCS,181438.9,,DOLLARS
11/2/2020,12MO,San Benito,ALL,21,,BENEFICIARIES
11/2/2020,12MO,San Benito,ALL,28993.39,,DOLLARS
11/2/2020,12MO,San Benito,ICC,19,,BENEFICIARIES
11/2/2020,12MO,San Benito,ICC,4920.9,,MINUTES
11/2/2020,12MO,San Benito,ICC,15500.83,,DOLLARS
11/2/2020,12MO,San Benito,IHBS,16,,BENEFICIARIES
11/2/2020,12MO,San Benito,IHBS,3968.4,,MINUTES
11/2/2020,12MO,San Benito,IHBS,13492.56,,DOLLARS
11/2/2020,12MO,San Bernardino,ADULT_RESIDENTIAL_TX_SVCS,,1,BENEFICIARIES
11/2/2020,12MO,San Bernardino,ADULT_RESIDENTIAL_TX_SVCS,,1,DAYS
11/2/2020,12MO,San Bernardino,ADULT_RESIDENTIAL_TX_SVCS,,1,DOLLARS
11/2/2020,12MO,San Bernardino,ALL,3345,,BENEFICIARIES
11/2/2020,12MO,San Bernardino,ALL,20934754.59,,DOLLARS
11/2/2020,12MO,San Bernardino,CASE_MANAGEMENT/BROKERAGE,306,,BENEFICIARIES
11/2/2020,12MO,San Bernardino,CASE_MANAGEMENT/BROKERAGE,90633.735,,MINUTES
11/2/2020,12MO,San Bernardino,CASE_MANAGEMENT/BROKERAGE,198074.93,,DOLLARS
11/2/2020,12MO,San Bernardino,CRISIS_INTERVENTION,98,,BENEFICIARIES
11/2/2020,12MO,San Bernardino,CRISIS_INTERVENTION,17159.13,,MINUTES
11/2/2020,12MO,San Bernardino,CRISIS_INTERVENTION,130367.84,,DOLLARS
11/2/2020,12MO,San Bernardino,CRISIS_RESIDENTIAL_TX_SVCS,,1,BENEFICIARIES
11/2/2020,12MO,San Bernardino,CRISIS_RESIDENTIAL_TX_SVCS,,1,DAYS
11/2/2020,12MO,San Bernardino,CRISIS_RESIDENTIAL_TX_SVCS,,1,DOLLARS
11/2/2020,12MO,San Bernardino,CRISIS_STABILIZATION,29,,BENEFICIARIES
11/2/2020,12MO,San Bernardino,CRISIS_STABILIZATION,411,,HOURS
11/2/2020,12MO,San Bernardino,CRISIS_STABILIZATION,40768.52,,DOLLARS
11/2/2020,12MO,San Bernardino,FULL_DAY_TX_INTENSIVE,,1,BENEFICIARIES
11/2/2020,12MO,San Bernardino,FULL_DAY_TX_INTENSIVE,,1,DOLLARS
11/2/2020,12MO,San Bernardino,FULL_DAY_TX_INTENSIVE,,1,HOURS
11/2/2020,12MO,San Bernardino,ICC,3161,,BENEFICIARIES
11/2/2020,12MO,San Bernardino,ICC,2618882.97,,MINUTES
11/2/2020,12MO,San Bernardino,ICC,4908134.43,,DOLLARS
11/2/2020,12MO,San Bernardino,IHBS,1107,,BENEFICIARIES
11/2/2020,12MO,San Bernardino,IHBS,1407075.105,,MINUTES
11/2/2020,12MO,San Bernardino,IHBS,3384294.21,,DOLLARS
11/2/2020,12MO,San Bernardino,MEDICATION_SUPPORT_SVCS,806,,BENEFICIARIES
11/2/2020,12MO,San Bernardino,MEDICATION_SUPPORT_SVCS,201381.69,,MINUTES
11/2/2020,12MO,San Bernardino,MEDICATION_SUPPORT_SVCS,1185825.62,,DOLLARS
11/2/2020,12MO,San Bernardino,MENTAL_HEALTH_SVCS,1644,,BENEFICIARIES
11/2/2020,12MO,San Bernardino,MENTAL_HEALTH_SVCS,3632385.645,,MINUTES
11/2/2020,12MO,San Bernardino,MENTAL_HEALTH_SVCS,9536838.64,,DOLLARS
11/2/2020,12MO,San Bernardino,PSYCHIATRIC_HEALTH_FACILITY,,1,BENEFICIARIES
11/2/2020,12MO,San Bernardino,PSYCHIATRIC_HEALTH_FACILITY,,1,DAYS
11/2/2020,12MO,San Bernardino,PSYCHIATRIC_HEALTH_FACILITY,,1,DOLLARS
11/2/2020,12MO,San Bernardino,SDMC_HOSPITAL_INPATIENT,,1,BENEFICIARIES
11/2/2020,12MO,San Bernardino,SDMC_HOSPITAL_INPATIENT,,1,DAYS
11/2/2020,12MO,San Bernardino,SDMC_HOSPITAL_INPATIENT,,1,DOLLARS
11/2/2020,12MO,San Bernardino,THERAPEUTIC_BEHAVIORAL_SVCS,196,,BENEFICIARIES
11/2/2020,12MO,San Bernardino,THERAPEUTIC_BEHAVIORAL_SVCS,476373.78,,MINUTES
11/2/2020,12MO,San Bernardino,THERAPEUTIC_BEHAVIORAL_SVCS,1029138.78,,DOLLARS
11/2/2020,12MO,San Diego,ALL,1469,,BENEFICIARIES
11/2/2020,12MO,San Diego,ALL,10972311.65,,DOLLARS
11/2/2020,12MO,San Diego,CASE_MANAGEMENT/BROKERAGE,289,,BENEFICIARIES
11/2/2020,12MO,San Diego,CASE_MANAGEMENT/BROKERAGE,46280.25,,MINUTES
11/2/2020,12MO,San Diego,CASE_MANAGEMENT/BROKERAGE,106036.22,,DOLLARS
11/2/2020,12MO,San Diego,CRISIS_INTERVENTION,19,,BENEFICIARIES
11/2/2020,12MO,San Diego,CRISIS_INTERVENTION,1582.8,,MINUTES
11/2/2020,12MO,San Diego,CRISIS_INTERVENTION,12726.79,,DOLLARS
11/2/2020,12MO,San Diego,CRISIS_STABILIZATION,45,,BENEFICIARIES
11/2/2020,12MO,San Diego,CRISIS_STABILIZATION,1136.56,,HOURS
11/2/2020,12MO,San Diego,CRISIS_STABILIZATION,294159.66,,DOLLARS
11/2/2020,12MO,San Diego,FULL_DAY_REHAB,100,,BENEFICIARIES
11/2/2020,12MO,San Diego,FULL_DAY_REHAB,64560,,HOURS
11/2/2020,12MO,San Diego,FULL_DAY_REHAB,2733015.28,,DOLLARS
11/2/2020,12MO,San Diego,FULL_DAY_TX_INTENSIVE,,1,BENEFICIARIES
11/2/2020,12MO,San Diego,FULL_DAY_TX_INTENSIVE,,1,DOLLARS
11/2/2020,12MO,San Diego,FULL_DAY_TX_INTENSIVE,,1,HOURS
11/2/2020,12MO,San Diego,ICC,1327,,BENEFICIARIES
11/2/2020,12MO,San Diego,ICC,1710108.75,,MINUTES
11/2/2020,12MO,San Diego,ICC,3311798.38,,DOLLARS
11/2/2020,12MO,San Diego,IHBS,510,,BENEFICIARIES
11/2/2020,12MO,San Diego,IHBS,455387.55,,MINUTES
11/2/2020,12MO,San Diego,IHBS,1462004.61,,DOLLARS
11/2/2020,12MO,San Diego,MEDICATION_SUPPORT_SVCS,319,,BENEFICIARIES
11/2/2020,12MO,San Diego,MEDICATION_SUPPORT_SVCS,88715.55,,MINUTES
11/2/2020,12MO,San Diego,MEDICATION_SUPPORT_SVCS,390890.79,,DOLLARS
11/2/2020,12MO,San Diego,MENTAL_HEALTH_SVCS,629,,BENEFICIARIES
11/2/2020,12MO,San Diego,MENTAL_HEALTH_SVCS,746300.1,,MINUTES
11/2/2020,12MO,San Diego,MENTAL_HEALTH_SVCS,2130875.78,,DOLLARS
11/2/2020,12MO,San Diego,SDMC_HOSPITAL_INPATIENT,,1,BENEFICIARIES
11/2/2020,12MO,San Diego,SDMC_HOSPITAL_INPATIENT,,1,DAYS
11/2/2020,12MO,San Diego,SDMC_HOSPITAL_INPATIENT,,1,DOLLARS
11/2/2020,12MO,San Diego,THERAPEUTIC_BEHAVIORAL_SVCS,86,,BENEFICIARIES
11/2/2020,12MO,San Diego,THERAPEUTIC_BEHAVIORAL_SVCS,281743.5,,MINUTES
11/2/2020,12MO,San Diego,THERAPEUTIC_BEHAVIORAL_SVCS,380353.65,,DOLLARS
11/2/2020,12MO,San Francisco,ALL,321,,BENEFICIARIES
11/2/2020,12MO,San Francisco,ALL,6098056.72,,DOLLARS
11/2/2020,12MO,San Francisco,CASE_MANAGEMENT/BROKERAGE,,1,BENEFICIARIES
11/2/2020,12MO,San Francisco,CASE_MANAGEMENT/BROKERAGE,,1,DOLLARS
11/2/2020,12MO,San Francisco,CASE_MANAGEMENT/BROKERAGE,,1,MINUTES
11/2/2020,12MO,San Francisco,CRISIS_INTERVENTION,,1,BENEFICIARIES
11/2/2020,12MO,San Francisco,CRISIS_INTERVENTION,,1,DOLLARS
11/2/2020,12MO,San Francisco,CRISIS_INTERVENTION,,1,MINUTES
11/2/2020,12MO,San Francisco,ICC,301,,BENEFICIARIES
11/2/2020,12MO,San Francisco,ICC,344713.35,,MINUTES
11/2/2020,12MO,San Francisco,ICC,2030658.6,,DOLLARS
11/2/2020,12MO,San Francisco,IHBS,257,,BENEFICIARIES
11/2/2020,12MO,San Francisco,IHBS,608163,,MINUTES
11/2/2020,12MO,San Francisco,IHBS,3863652.14,,DOLLARS
11/2/2020,12MO,San Francisco,MEDICATION_SUPPORT_SVCS,,1,BENEFICIARIES
11/2/2020,12MO,San Francisco,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
11/2/2020,12MO,San Francisco,MEDICATION_SUPPORT_SVCS,,1,MINUTES
11/2/2020,12MO,San Francisco,MENTAL_HEALTH_SVCS,,1,BENEFICIARIES
11/2/2020,12MO,San Francisco,MENTAL_HEALTH_SVCS,,1,DOLLARS
11/2/2020,12MO,San Francisco,MENTAL_HEALTH_SVCS,,1,MINUTES
11/2/2020,12MO,San Joaquin,ALL,1264,,BENEFICIARIES
11/2/2020,12MO,San Joaquin,ALL,4955523,,DOLLARS
11/2/2020,12MO,San Joaquin,CASE_MANAGEMENT/BROKERAGE,132,,BENEFICIARIES
11/2/2020,12MO,San Joaquin,CASE_MANAGEMENT/BROKERAGE,14532.51,,MINUTES
11/2/2020,12MO,San Joaquin,CASE_MANAGEMENT/BROKERAGE,40127.42,,DOLLARS
11/2/2020,12MO,San Joaquin,CRISIS_INTERVENTION,64,,BENEFICIARIES
11/2/2020,12MO,San Joaquin,CRISIS_INTERVENTION,18957.9,,MINUTES
11/2/2020,12MO,San Joaquin,CRISIS_INTERVENTION,68595.51,,DOLLARS
11/2/2020,12MO,San Joaquin,CRISIS_STABILIZATION,,1,BENEFICIARIES
11/2/2020,12MO,San Joaquin,CRISIS_STABILIZATION,,1,DOLLARS
11/2/2020,12MO,San Joaquin,CRISIS_STABILIZATION,,1,HOURS
11/2/2020,12MO,San Joaquin,ICC,1214,,BENEFICIARIES
11/2/2020,12MO,San Joaquin,ICC,825801.27,,MINUTES
11/2/2020,12MO,San Joaquin,ICC,2179572.91,,DOLLARS
11/2/2020,12MO,San Joaquin,IHBS,282,,BENEFICIARIES
11/2/2020,12MO,San Joaquin,IHBS,130661.385,,MINUTES
11/2/2020,12MO,San Joaquin,IHBS,538866.15,,DOLLARS
11/2/2020,12MO,San Joaquin,MEDICATION_SUPPORT_SVCS,166,,BENEFICIARIES
11/2/2020,12MO,San Joaquin,MEDICATION_SUPPORT_SVCS,45455.175,,MINUTES
11/2/2020,12MO,San Joaquin,MEDICATION_SUPPORT_SVCS,368869.13,,DOLLARS
11/2/2020,12MO,San Joaquin,MENTAL_HEALTH_SVCS,462,,BENEFICIARIES
11/2/2020,12MO,San Joaquin,MENTAL_HEALTH_SVCS,426451.86,,MINUTES
11/2/2020,12MO,San Joaquin,MENTAL_HEALTH_SVCS,1610471.28,,DOLLARS
11/2/2020,12MO,San Joaquin,TFC,,1,BENEFICIARIES
11/2/2020,12MO,San Joaquin,TFC,,1,DAYS
11/2/2020,12MO,San Joaquin,TFC,,1,DOLLARS
11/2/2020,12MO,San Joaquin,THERAPEUTIC_BEHAVIORAL_SVCS,22,,BENEFICIARIES
11/2/2020,12MO,San Joaquin,THERAPEUTIC_BEHAVIORAL_SVCS,54826.065,,MINUTES
11/2/2020,12MO,San Joaquin,THERAPEUTIC_BEHAVIORAL_SVCS,113120.52,,DOLLARS
11/2/2020,12MO,San Luis Obispo,ALL,363,,BENEFICIARIES
11/2/2020,12MO,San Luis Obispo,ALL,4472702.28,,DOLLARS
11/2/2020,12MO,San Luis Obispo,CASE_MANAGEMENT/BROKERAGE,72,,BENEFICIARIES
11/2/2020,12MO,San Luis Obispo,CASE_MANAGEMENT/BROKERAGE,18546.15,,MINUTES
11/2/2020,12MO,San Luis Obispo,CASE_MANAGEMENT/BROKERAGE,87995.35,,DOLLARS
11/2/2020,12MO,San Luis Obispo,CRISIS_INTERVENTION,13,,BENEFICIARIES
11/2/2020,12MO,San Luis Obispo,CRISIS_INTERVENTION,3513.9,,MINUTES
11/2/2020,12MO,San Luis Obispo,CRISIS_INTERVENTION,12179.16,,DOLLARS
11/2/2020,12MO,San Luis Obispo,CRISIS_STABILIZATION,,1,BENEFICIARIES
11/2/2020,12MO,San Luis Obispo,CRISIS_STABILIZATION,,1,DOLLARS
11/2/2020,12MO,San Luis Obispo,CRISIS_STABILIZATION,,1,HOURS
11/2/2020,12MO,San Luis Obispo,ICC,336,,BENEFICIARIES
11/2/2020,12MO,San Luis Obispo,ICC,366117.15,,MINUTES
11/2/2020,12MO,San Luis Obispo,ICC,1461810.72,,DOLLARS
11/2/2020,12MO,San Luis Obispo,IHBS,244,,BENEFICIARIES
11/2/2020,12MO,San Luis Obispo,IHBS,585239.85,,MINUTES
11/2/2020,12MO,San Luis Obispo,IHBS,1778775.63,,DOLLARS
11/2/2020,12MO,San Luis Obispo,MEDICATION_SUPPORT_SVCS,52,,BENEFICIARIES
11/2/2020,12MO,San Luis Obispo,MEDICATION_SUPPORT_SVCS,20727.3,,MINUTES
11/2/2020,12MO,San Luis Obispo,MEDICATION_SUPPORT_SVCS,168314.96,,DOLLARS
11/2/2020,12MO,San Luis Obispo,MENTAL_HEALTH_SVCS,141,,BENEFICIARIES
11/2/2020,12MO,San Luis Obispo,MENTAL_HEALTH_SVCS,219242.4,,MINUTES
11/2/2020,12MO,San Luis Obispo,MENTAL_HEALTH_SVCS,889319.23,,DOLLARS
11/2/2020,12MO,San Luis Obispo,THERAPEUTIC_BEHAVIORAL_SVCS,,1,BENEFICIARIES
11/2/2020,12MO,San Luis Obispo,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
11/2/2020,12MO,San Luis Obispo,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
11/2/2020,12MO,San Mateo,ALL,76,,BENEFICIARIES
11/2/2020,12MO,San Mateo,ALL,1122395.32,,DOLLARS
11/2/2020,12MO,San Mateo,CASE_MANAGEMENT/BROKERAGE,47,,BENEFICIARIES
11/2/2020,12MO,San Mateo,CASE_MANAGEMENT/BROKERAGE,26278.2,,MINUTES
11/2/2020,12MO,San Mateo,CASE_MANAGEMENT/BROKERAGE,126954.09,,DOLLARS
11/2/2020,12MO,San Mateo,CRISIS_INTERVENTION,,1,BENEFICIARIES
11/2/2020,12MO,San Mateo,CRISIS_INTERVENTION,,1,DOLLARS
11/2/2020,12MO,San Mateo,CRISIS_INTERVENTION,,1,MINUTES
11/2/2020,12MO,San Mateo,CRISIS_STABILIZATION,,1,BENEFICIARIES
11/2/2020,12MO,San Mateo,CRISIS_STABILIZATION,,1,DOLLARS
11/2/2020,12MO,San Mateo,CRISIS_STABILIZATION,,1,HOURS
11/2/2020,12MO,San Mateo,ICC,34,,BENEFICIARIES
11/2/2020,12MO,San Mateo,ICC,16650.3,,MINUTES
11/2/2020,12MO,San Mateo,ICC,85841.83,,DOLLARS
11/2/2020,12MO,San Mateo,IHBS,22,,BENEFICIARIES
11/2/2020,12MO,San Mateo,IHBS,18742.8,,MINUTES
11/2/2020,12MO,San Mateo,IHBS,73454.08,,DOLLARS
11/2/2020,12MO,San Mateo,MEDICATION_SUPPORT_SVCS,20,,BENEFICIARIES
11/2/2020,12MO,San Mateo,MEDICATION_SUPPORT_SVCS,9275.4,,MINUTES
11/2/2020,12MO,San Mateo,MEDICATION_SUPPORT_SVCS,116179.68,,DOLLARS
11/2/2020,12MO,San Mateo,MENTAL_HEALTH_SVCS,63,,BENEFICIARIES
11/2/2020,12MO,San Mateo,MENTAL_HEALTH_SVCS,93791.7,,MINUTES
11/2/2020,12MO,San Mateo,MENTAL_HEALTH_SVCS,610780.92,,DOLLARS
